StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Pol_ID,time_First Click,time_Last Click,time_Page Submit,time_Click Count,oe_1,time_First Click,time_Last Click,time_Page Submit,time_Click Count,oe_2,time_First Click,time_Last Click,time_Page Submit,time_Click Count,oe_3,time_First Click,time_Last Click,time_Page Submit,time_Click Count,oe_4,time_First Click,time_Last Click,time_Page Submit,time_Click Count,oe_5,opin_1,opin_2,opin_3,opin_4,opin_5,opin_6,opin_7,opin_8 ,opin_9,demo_1 ,demo_1 _8_TEXT,demo_2 ,demo_2 _5_TEXT,demo_3 ,demo_4 ,demo_5,demo_5_6_TEXT,demo_8 ,demo_8 _5_TEXT,demo_9 ,demo_10,demo_11 ,USBorn,USBorn_2_TEXT,hon_1,hon_comments ,PROLIFIC_PID
10/7/2023 16:17,10/7/2023 16:23,0,100,369,1,10/7/2023 16:23,R_3PmICRIKdJUrKtW,5eda86226763346ac679ca5f,6.559,6.559,39.537,1,i think winning world War 2 was a huge factor in the west becoming dominant ,4.846,91.957,92.724,4,"most countries are historically ""too big to fail"" unlike the smaller less developed ones. also some countries have lots of natural resources they can use to leverage power. ",9.689,57.662,60.262,10,"like any other nation of the time was getting things done on a mass level, slavery. ",4.171,4.171,51.36,1,"human factors like pollution, especially from asia. also big companies account for alot of harm to the environment ",0.946,9.616,23.446,2,we all die because nothing grows ,6,7,6,7,3,7,3,6,4,6,,2,,5,3,2,,1,,,2,,1,,2,,5eda86226763346ac679ca5f
10/7/2023 16:17,10/7/2023 16:24,0,100,374,1,10/7/2023 16:24,R_3HojdDs7i8VJAuH,62950530ff3a463d536e764d,8.892,8.892,64.629,1,These countries started with a high level of wealth in the past. This has led them to continuing their high level of wealth. They also colonized other countries in order to extract their wealth.,4.116,28.544,72.892,6,"Some of the poorer countries were colonies that had all their wealth taken from them. Instead of being able to use their own natural resources, they were stolen for far below value.",7.979,7.979,36.378,1,They extracted them from poorer countries often stealing or paying far below what the market should have valued those goods at.,2.155,2.155,35.526,1,Carbon emissions primarily. This has caused sea temperatures to rise and increase the overall earth temperature.,1.453,1.453,22.302,1,"More extreme weather events, rising sea levels, more drought and famine.",7,8,8,8,6,8,7,8,2,6,,2,,7,3,1,,1,,,1,,1,,2,,62950530ff3a463d536e764d
10/7/2023 16:17,10/7/2023 16:24,0,100,399,1,10/7/2023 16:24,R_3FPeG2f7ngpthhn,60ef44f89b4d67be02d8eca9,6.993,63.535,68.269,2,Access to natural resources and energy resources as well as a political system that protected property rights and capital rights allowed high standards of living to develop in those western countries.,4.305,4.305,70.839,1,The factors that led some countries to be much wealthier than other countries is how those countries invested in international trade and established business and shipping routes around the world. The fact that those countries also had a government that protected business interests helped make those countries wealthier.,7.798,7.798,41.478,1,The took those raw materials from other countries to produce industrial goods by using slave labor and indentured servitude to force others to gather those raw materials for those countries and their businesses.,3.16,3.16,54.39,1,The causes of rising temperatures on earth are the rising levels of greenhouse gases in the atmosphere that trap radiant energy inside the earth's atmosphere for longer primarily caused by human greenhouse gas emissions on a large scale.,0.775,0.775,24.575,1,The main consequences of rising temperatures on earth are rising temperatures and more extreme weather events and flooding around the world.,8,8,8,6,7,6,2,6,3,6,,2,,9,5,2,,1,,,2,,1,,2,I have no additional feedback or thoughts to share about this study now.,60ef44f89b4d67be02d8eca9
10/7/2023 16:17,10/7/2023 16:24,0,100,429,1,10/7/2023 16:24,R_3DySPWcASJgfsM9,60fee8accc3a1247684fbe16,1.032,1.032,55.559,1,"Affordable healthcare for all, less homeless population, higher wages",1.428,1.428,32.923,1,"taxes are higher, tourism",1.303,67.064,99.317,3,"Slavery was used to get crops, they were forced to use the farming machines to harvest materials and people worked in factories to produce the goods",1.226,56.946,57.681,2,"Climate change. The greenhouse gases cause the earth to heat up more, including the ocean. It throws off our whole ecosystem and leads to more severe weather situations. ",1.094,1.094,69.283,1,"More severe weather situations such as hurricanes and flooding, food sources depleting because crops have less harvest, higher energy use to cool down places, coral reefs bleaching and dying.",7,7,7,6,5,6,6,6,2,6,,1,,7,3,1,,1,,,2,,1,,2,,60fee8accc3a1247684fbe16
10/7/2023 16:18,10/7/2023 16:24,0,100,375,1,10/7/2023 16:24,R_3EHbGkbyt8KSs9O,58374b8ee6c5830001c2a6d0,9.969,89.773,126.968,2,determination and drive to develop technicological advances to promote humanity.,7.232,7.232,34.247,1,One factor that some countries are wealthier than others is capitalism,15.533,15.533,54.315,1,with military domination throughout the world to capture and control areas with the needed resouces.,1.98,1.98,36.383,1,solar output from the sun.  internal heat output from earth.,1.784,1.784,22.778,1,eventual death of all living things on the planet.,2,4,2,2,2,2,2,2,5,6,,2,,7,4,4,,2,,1,,,1,,2,,58374b8ee6c5830001c2a6d0
10/7/2023 16:16,10/7/2023 16:24,0,100,482,1,10/7/2023 16:24,R_1mPpiANWugkiYpq,5fc1ffc15478a5319b85ecd2,19.557,19.785,26.743,2,I have no clue,8.906,9.144,56.885,2,I feel other countries are wealthier than others because they have stricter laws and higher standard  of living. ,28.622,28.848,71.266,2,I would have to say they farmed and harvested them. ,7.053,7.322,54.451,2,Pollution and  the rising population is the cause of the earths temperatures rising. ,3.443,3.705,45.832,2,Global warming which is depleting the ozone layer which protects is from the sun rays. ,7,8,7,3,5,7,3,3,5,6,,1,,3,2,3,,3,,,,3,1,,2,Have a great day! ,5fc1ffc15478a5319b85ecd2
10/7/2023 16:17,10/7/2023 16:24,0,100,410,1,10/7/2023 16:24,R_4HkGs624GGyClNv,63d7e5f60432d71a6670d0ba,7.846,7.846,49.968,1,Imperialism and exploitation of other peoples gave Western countries the advantage of creating the highest living standards,1.73,1.73,66.529,1,"Imperialism and exploitation of other peoples, use of their raw materials/resources helped these countries gain wealth ",6.969,6.969,60.973,1,"These nations sourced raw materials from other people they exploited for cheap or free labor, from other countries overseas whom they subjugated",2.252,2.252,47.236,1,"Rising temperatures on earth, while possibly caused in part from natural phenomena, is directly attributed to greenhouse gas emissions due to humans.",1.381,47.285,48.818,4,"Rising temperatures on earth are making the icecaps melt, raising sea levels, but most importantly is making weather more erratic and different from what we were previously used to.",7,8,8,6,6,6,4,6,2,6,,2,,7,4,2,,1,,,2,,1,,2,,63d7e5f60432d71a6670d0ba
10/7/2023 16:17,10/7/2023 16:24,0,100,400,1,10/7/2023 16:24,R_TaSi9hq6xcIY2Ax,5f0fa5d6f1db6e19c7702e0d,4.779,4.779,46.847,1,"Colonialization, Innovation, Resources, Money, Education",1.304,1.304,43.991,1,"less corruption, more resources, education",1.69,55.934,65.894,3,"railroads, factories, cotton gin",1.485,1.485,51.658,1,"human activity in terms of using gas-powered devices, natural disasters",0.851,0.851,62.771,1,"less environmental safety, more natural disasters, more drastic changes in temperature, overall hotter climates, damages to forests",3,6,6,3,3,3,2,3,5,2,,2,,7,3,4,,3,,,,2,1,,2,,5f0fa5d6f1db6e19c7702e0d
10/7/2023 16:16,10/7/2023 16:24,0,100,483,1,10/7/2023 16:24,R_TtkPwOll3FAvBex,5ec72400483e5c167eefd1b0,9.138,14.192,60.067,4,"The Industrial Revolution, the cotton gin, WW2 all boosted western nations in the long run ",4.84,19.828,76.239,2,"Wealthier countries typically took over the other countries by force at one point and even when rebellions happened, they retained some form of import export",0.629,55.555,82.285,4,The cotton gin was huge with this. It showed that mechanical means could be used to do manual labor and other industries followed suit,11.302,11.302,42.711,1,Natural temperature fluctuations and excess man made gasses.,1.552,9.88,29.713,2,"Life starts to cease to exist. Melted polar ice caps, rising sea levels, changing in weather",6,7,7,6,6,5,5,5,4,"1,6",,2,,7,4,2,,1,,,1,,1,,2,,5ec72400483e5c167eefd1b0
10/7/2023 16:15,10/7/2023 16:24,0,100,543,1,10/7/2023 16:24,R_2AWMHIK6YAwWJ0C,5b0d1b8e444cef0001ca66ac,4.804,4.804,77.791,1,I don't know. I guess because they're wealthy and the governments are kind of democratic. ,19.547,19.547,58.005,1,I guess because they're world powers which I guess means military might,1.824,1.824,32.146,1,I think they colonized and/or enslaved the nations that produce raw materials,2.239,2.239,85.633,1,Social media and what news I notice seem to say it's because of people and they really like to blame cows a lot. I've never looked into it but have been curious about how much of it's just natural. I thought earth climate just naturally changes - like how we've had ice ages and such in the past. ,1.407,1.407,50.801,1,I think food production could become an issue if plants can't survive the heat,6,6,7,5,3,5,6,5,3,6,,1,,5,1,2,,1,,,2,,1,,2,,5b0d1b8e444cef0001ca66ac
10/7/2023 16:16,10/7/2023 16:24,0,100,479,1,10/7/2023 16:24,R_3HuAJWwEQMQT2zB,632a55ec20348fa9e5caaa3f,2.672,2.672,71.383,1,Early opportunities for them to become wealthy through forced labor and the development of the scientific revolution being centered in those countries.,3.274,3.274,27.345,1,Early building of wealth through colonization and forced labor.,1.408,1.408,56.076,1,Mostly through slave labor on farms and plantations.,0.915,0.915,71.286,1,"There are several positive feedback loops that have been set in motion that are causing it, but the root cause is a higher level of carbon dioxide in our atmosphere due to human activity.",1.428,1.428,115.225,1,"Increased bleaching of coral reefs, which leads to the collapse of the ecosystem there. Droughts, Increased severe storm activity, including hurricanes, and changes in animal behaviors due to temperatures changing at different times of the year than happened previously.",8,8,8,8,6,8,7,8,1,6,,2,,7,4,1,,1,,,1,,1,,2,,632a55ec20348fa9e5caaa3f
10/7/2023 16:17,10/7/2023 16:25,0,100,462,1,10/7/2023 16:25,R_1C4nQksfV9G4sG8,5ddc3ccd108b67ba3b7efa5a,5.929,17.186,47.157,3,I really don't know but if I had to guess it would probably be the eradication of disease.,2.983,2.983,97.955,1,I believe it is because of colonialism. The countries like Britain who took control of the globe at one point have never given these other counties the ability to recover from colonialism. The royal family still make visits to those countries. Whats keep them wealthier? Keeping them down.,16.521,16.521,77.367,1,They drew resources off the backs of other people. They used slaves to make themselves rich and keep those who worked for them in poverty in order to continue to manipulate them.,4.258,4.258,32.693,1,Humans using things like cars are what is increasing temperatures on Earth. People. US. We are doing it.,1.778,1.778,93.727,1,"The consequences are changing weather patterns leading to dangerous conditions, which I am already seeing. When I first moved to where I lived over 10 years ago, it snowed every year. The last time it snowed was 4 years ago. ",7,7,7,7,7,7,7,7,2,6,,2,,6,3,2,,1,,,1,,1,,2,,5ddc3ccd108b67ba3b7efa5a
10/7/2023 16:15,10/7/2023 16:25,0,100,558,1,10/7/2023 16:25,R_3lYalSo4dVze7EE,62778bd8b195693397330c4f,8.131,57.655,200.107,12,"A competitive capitalist system enabling an open, free marketplace of ideas and the ability to create and implement new businesses. Support for scientific research and development. Growing populations. Natural resources, e.g., land, available to support industry.",4.092,65.148,78.213,3,"A tradition of a strong, reliable political system and form of governance that follows the rule of law. Political and economic stability.",22.383,22.383,64.094,1,"They were produced at home, i.e., in the American South, or imported, i.e., shipped to Britain.",1.867,1.867,31.094,1,The human production of carbon and methane in the atmosphere.,1.598,67.98,80.167,2,"Climate change - higher temperatures, rising ocean levels, changing patterns of rain and storms, higher ocean temperatures, the disruption or extinction of ecosystems and species.,",6,7,5,5,5,5,5,5,3,6,,2,,9,4,4,,2,,1,,,1,,2,no comments,62778bd8b195693397330c4f
10/7/2023 16:15,10/7/2023 16:25,0,100,566,1,10/7/2023 16:25,R_3GfUk6I9NJA64AL,5627279fddff3c000fbcd625,10.749,90.292,176.448,2,"The factors that led to the west developing a high standard of living has been the industrialization of everything, along with the manufacturing push that resulted from military conflicts.",1.575,5.041,48.245,2,The industrialization and manufacturing that it controlled by those countries leads to the massive wealth.,1.299,1.299,60.089,1,The western nations sourced the raw materials from the both internally and from outside countries in order to be able to control the manufacturing of the final goods.,2.351,2.351,66.199,1,The massive pollution generated by gigantic corporations with no regard for humanity and only focused on profits.,1.228,1.228,129.132,1,"Short term; rising sea levels, completely altered ecosystems and unusual seasons.  Long term; the destruction of life as we know it, a mass extinction event that will completely alter the planetary ecosystem.",8,8,8,7,7,8,6,7,1,"1,5,6",,2,,6,2,1,,1,,,1,,1,,2,,5627279fddff3c000fbcd625
10/7/2023 16:17,10/7/2023 16:25,0,100,496,1,10/7/2023 16:25,R_DSJzMLciM3he2pH,638476f72ab8021be345e3ac,23.4,23.4,99.348,1,I think the democracy these countries enjoy helps with good competition to bring quality ways of life.  I think people have to be free and willing to work as a country to be a great place to live.,3.145,3.145,85.813,1,"I think the way they choose to run their countries is a lot of it.  People who have corrupt leaders will suffer because their leaders do not care about them, only getting rich themselves.",18.048,18.048,58.249,1,They hired farmers and other workers to produce the crops and process them.,3.844,3.844,22.052,1,Human activity and some natural processes.,2.229,2.229,53.662,1,"Animals will go extinct, humans will have to find ways of getting through heat waves and cold spells, fires, and floods.",8,8,8,6,5,7,6,7,3,6,,1,,6,3,1,,1,,,1,,1,,2,,638476f72ab8021be345e3ac
10/7/2023 16:16,10/7/2023 16:25,0,100,558,1,10/7/2023 16:25,R_2Ufl4AIMfyoeKFi,630caf1e86e49cd599f4b53a,19.862,19.862,66.45,1,Global trade was a main factor in developing the highest standards of living in the western world.,33.054,75.552,144.264,4,"Throughout time some countries (e.g., Britian), maintained colonialism and collected taxes from other less developed countries, allowing them to become much wealthier than their counterparts.",24.839,24.839,50.887,1,Western nations would grow or import raw materials to produce industrial goods.,4.735,4.735,57.196,1,"The earth's orbital pattern that gradually draws closer to the sun over time, is one the cause of rising temperatures on earth.",2.614,62.399,70.038,3,water would evaporate causing droughts and produce unfavorable land conditions to grow crops.,6,8,7,2,6,5,2,5,5,6,,2,,3,3,3,,3,,,,3,1,,2,,630caf1e86e49cd599f4b53a
10/7/2023 16:16,10/7/2023 16:25,0,100,536,1,10/7/2023 16:25,R_24FPz8etuLPilEx,622bb5795e1ef00b5fc8908a,13.22,13.22,108,1,I would say immigrant people coming to the land of opportunity.  Money and riches developed nice things for people and it grew. ,6.41,7.139,78.934,2,"Third world countries do not have the infrastructure such as sanitation, housing, money to improve their standard of living. Clean water and food is a shortage.  ",2.448,74.49,75.557,6,Some of the raw materials were transported by ships or trains. ,4.017,5.329,72.681,2,Our mistreatment of the earth is causing climate change. How humans affect the ozone layer and pollute the earth causes temperatures to change. El Niño and el Nina affect temperature also. ,1.879,1.879,30.801,1,Melting icecaps and glaciers are a consequence of temperature change ,7,8,8,8,7,6,5,5,3,6,,1,,5,4,2,,1,,,1,,1,,2,,622bb5795e1ef00b5fc8908a
10/7/2023 16:16,10/7/2023 16:25,0,100,551,1,10/7/2023 16:25,R_28TGIlISJQ6sCLu,6507a7f5c3f0b7ab11c7cba1,5.474,5.474,44.923,1,Western nations are so successful because of the unification of its country and the many battles won.,2.093,36.423,111.26,5,"It mostly depends on supply and demand. Many third world countries have a lot of supply but not a lot of demand in there country. Although, bigger nations, have both markets in a balance.",3.393,52.27,63.479,6,Western nations sourced raw materials from third rate countries.,2.331,3.714,59.102,2,"Earths temperature rises when it is close to the sun, gaps in the ozone layer, and greenhouse gases. ",1.409,2.141,34.819,2,The consequences of a plant continuing to rise its temperature is making it inhabitable.,5,6,6,7,6,7,5,6,3,3,,2,,6,3,3,,3,,,,2,1,,2,,6507a7f5c3f0b7ab11c7cba1
10/7/2023 16:16,10/7/2023 16:25,0,100,553,1,10/7/2023 16:25,R_2uUwFJOGHguyVYq,6168b61ad8c0d63b37a92109,2.568,132.528,134.51,5,Factors that led to that included improvements in technology and intellectualism such as during the Renaissance and industrial revolution.,1.017,113.392,116.048,7,"Greater contact with the rest of the world to gain and build on technological and ideological advancements, as well as to trade resources, may have been a major cause of why some countries are much wealthier than others. ",0.679,21.452,23.202,5,The western nations either produced their own or imported from other areas of the world.,1.834,93.322,95.956,10,Increased emissions of greenhouse gases such as carbon dioxide affect the ozone layer and lead to increased temperatures. ,1.105,102.03,104.877,10,"The consequences include more numerous and severe occurrences of natural disasters, as well as loss of animal habitats due to melted ice and rising sea levels.",5,6,5,5,5,5,5,5,3,2,,2,,7,2,2,,1,,,2,,2,Canada,2,,6168b61ad8c0d63b37a92109
10/7/2023 16:17,10/7/2023 16:26,0,100,525,1,10/7/2023 16:26,R_20MYsfmhsy1Z636,650fd15210bc89d9614e8591,45.998,72.13,75.469,9,Industrialization and technological advancements,3.863,51.507,53.379,4,"Some countries have more access to resources. Access to modern infrastructure, including transportation networks, energy grids, and communication systems, is crucial for economic development and competitiveness.",36.383,138.449,139.798,8,"They've sourced raw materials through various means to fuel the rapid industrialization. Western nations developed extensive global trade networks. They engaged in trade with countries across Asia, Africa, and the Americas to acquire the raw materials they needed.",2.262,42.622,43.489,4,"The burning of fossil fuels (coal, oil, and natural gas) for energy production, transportation, and industrial processes releases greenhouse gases",1.473,47.36,48.036,4,"Rising temperatures lead to the accelerated melting of polar ice caps and glaciers. This contributes to rising sea levels, threatening coastal communities and ecosystems.",6,7,7,5,6,6,7,6,2,2,,1,,7,3,2,,1,,,2,,1,,1,,650fd15210bc89d9614e8591
10/7/2023 16:17,10/7/2023 16:26,0,100,549,1,10/7/2023 16:26,R_3kcwJBkPmErbQE4,63d13b764f00a53476867c25,1.384,21.858,44.363,4,The Industrial Revolution. Western cultures generally had a technological advantage when compared to other parts of the world.,4.522,4.522,54.755,1,A large focus on trade. Countries like the US and Great Britain were more heavily involved in trade for a much longer period of time. They have established trading relationships with other nations of the world.,3.612,27.318,47.498,6,The raw materials used to produce industrial goods were sourced by hand.,2.695,2.695,29.517,1,Global warming. The burning of fossil fuels causes damage to the ozone layer which allows more heat through the atmosphere from the Sun.,1.025,1.025,20.614,1,The melting of the polar ice caps which will result in rising water levels which will have drastic effects on the environment.,7,7,7,6,6,6,6,6,2,2,,2,,7,5,2,,1,,,1,,1,,2,,63d13b764f00a53476867c25
10/7/2023 16:18,10/7/2023 16:26,0,100,516,1,10/7/2023 16:26,R_32RtFlle91zNso6,63d7e728502b1a8795abd2b2,16.561,117.102,153.377,3,stable economy as well as stable way of life. meaning we werent always at war and fighting with other nations all the time. we also set rules and standards for a lot of things which made things easier to work towards a goal.,1.862,60.055,79.863,5,better use of resources. become civilized much sooner than others. benefited from exploration and expansion to gain power,2.046,2.046,38.505,1,mostly imported them from other nations to use for ourselves. ,1.752,32.914,73.687,5,a mixture of man made issues and a natural occurrence in nature. Though some will put all the blame on man made issues while ignoring past cycles of temperature changes.,2.059,38.796,49.58,4,changed in the weather patterns is a major change as well as some environmental changes to landscapes.,4,6,4,2,2,2,2,2,5,5,,2,,6,3,4,,2,,2,,,1,,2,,63d7e728502b1a8795abd2b2
10/7/2023 16:17,10/7/2023 16:26,0,100,565,1,10/7/2023 16:26,R_3FIst6lyE0MVmcP,5884593bd920ed0001fdccb4,0.929,0.929,205.277,1,don't know,0.883,0.883,41.93,1,don't know,0.807,7.557,43.134,2,don't know,0.917,15.347,26.144,3,climate change (1),0.839,0.839,21.198,1,less resources such as water,7,8,8,7,8,8,5,5,3,6,,2,,3,2,2,,1,,,1,,1,,2,,5884593bd920ed0001fdccb4
10/7/2023 16:18,10/7/2023 16:27,0,100,552,1,10/7/2023 16:27,R_3fQafNk4X79zPHl,5b9eddfed259900001106b05,1.165,32.723,33.082,2,"Union membership, strong industrialization, diverse and open citizenship",1.097,2.637,22.763,2,"Colonialism, wealth extraction, resource extraction, class enforcement",4.376,11.178,39.688,4,"Slavery, colonialism, and extortion of less wealthy nations",2.171,42.485,43.668,4,Carbon emissions primarily from corporations and industrial practices in all countries except some forward-thinking nations particularly the Nordic countries,0.958,30.048,30.934,4,"ice melt, warmer oceans, weather extremes, lack of stability in weather, biome shift ",8,8,8,8,7,8,8,8,1,6,,2,,9,2,1,,3,,,,3,1,,2,you are loved,5b9eddfed259900001106b05
10/7/2023 16:18,10/7/2023 16:27,0,100,570,1,10/7/2023 16:27,R_2AQk37gmt9iR2ei,6511395ef6c8548ad3f9562f,13.38,23.896,46.598,2,I'm assuming the western nations had more advanced technology. ,7.651,87.697,88.277,3,"We had technologies like rail ways, fabrics, and way more. ",40.721,138.449,138.828,9,I'm assuming by using machines.,1.79,8.461,42.498,3,"Global warming my guess would be human uses like gases ,mining ,and other things. ",5.447,36.8,37.101,2,"Melting ice ,no habitat for those who live in the cold ,flooding.",8,8,8,6,6,6,8,6,5,3,,1,,3,2,3,,3,,,,3,1,,2,,6511395ef6c8548ad3f9562f
10/7/2023 16:18,10/7/2023 16:27,0,100,566,1,10/7/2023 16:27,R_2salSR3Dj2XaBTa,6516d4c804d46519d544f5fe,7.093,126.418,131.137,3,"A long history of western dominance has certainly helped to give these countries a leg up. In terms of contemporary times, the technological advancement of these countries is a key factor. Nations relying heavily on manufacturing economies don't seem to have the highest standards of living in the world. ",3.589,3.589,91.164,1,"A history of western colonization and dominance certainly plays a big factor. Perhaps geography and weather may play a factor as well. I think of it a bit like generational wealth. It's easier to build wealth if you are already wealthy, so these western countries have had a historical advantage for centuries. ",6.971,6.971,45.373,1,"Shipping and colonization, as well as slavery for some nations. ",2.862,128.011,130.4,3,"Global warming is caused by the excess of co2 emissions in the atmosphere due to industrialization. On a value scale, it a result of our society's valuing profit and immediate gratification over the environment and state of future generations, so basically short sightedness, greed,  and selfishness.",1.72,50.566,56.35,2,"Polar ice caps are melting, sea levels are rising, and our weather patterns are becoming increasingly unstable causing more and more damage and taking more and more lives (human, animal, and plant).",8,8,8,8,8,8,7,7,2,2,,1,,7,5,2,,1,,,1,,2,S. Korea,2,,6516d4c804d46519d544f5fe
10/7/2023 16:20,10/7/2023 16:28,0,100,457,1,10/7/2023 16:28,R_bqFe643b6fBLl4Z,5ba81e7418b0330001b52f30,1.554,1.554,35.988,1,Competition with Eastern nations such as Russia and China.,9.065,9.065,36.524,1,Because they enslaved and colonized through military force and technology that exceeded the capabilities of their captors.,83.677,83.677,122.211,1,Colonization and tyranny. ,3.541,3.541,54.719,1,Fossil fuels and greenhouse gases as well as livestock overpopulation and methane pollution.,1.809,1.809,53.888,1,"Polar ice caps melt, extreme weather, floods, and eventually planet wipes humanity from its existence.",8,8,8,8,8,8,8,8,1,6,,4,,7,4,1,,3,,,,1,1,,2,,5ba81e7418b0330001b52f30
10/7/2023 16:17,10/7/2023 16:28,0,100,620,1,10/7/2023 16:28,R_30jEFHTSKWQe6MJ,63bf745cc01669a110ec48ba,6.895,6.895,38.215,1,"
People wanted to be healthy and avoid disease and the only way to do that is to be clean. ",1.306,219.569,222.481,6,"
New colonialization is a large factor as to why Britain is much wealthier than other countries. New colonialization is when they go and take resources from the smaller countries and simultaneously force them to abandon their culture and worship the Christian God. A large factor is that Britain is a bully that amassed power over millennia and is still operating proudly as we speak. I'm not saying anything negative necessarily about Britain. More power to them I gather. However, it's really easy for me to say that sitting here in my cushy office chair with a full belly and civilized implements surrounding me in my Rockwellian contentment. If I was a villager getting raped and sold into slavery in the name of Christ so Britain can have diamonds, or, water, or, what have you, I'm sure I'd sing a different tune. ",9.208,9.208,34.671,1,"
I imagine that they enslaved Africans and other less fortunate peoples to do their collective biddings.",5.004,103.551,104.269,8,"Some people say it's the greenhouse effect which is CO2 building up from pollution and causing it to heat up, etc. This is man-made. Then again, I'm pretty sure scientists have determined that the temperature of the Earth has been known to fluctuate, and getting hot isn't really that unusual. I have to admit I don't know my rear from a hole in the ground in regard to this subject. ",1.211,1.211,44.882,1,"
The icy places like the north and south poles will likely melt causing rising water levels and other catastrophes. ",6,8,8,5,5,5,6,6,3,6,,1,,5,4,3,,3,,,,2,1,,2,,63bf745cc01669a110ec48ba
10/7/2023 16:16,10/7/2023 16:28,0,100,704,1,10/7/2023 16:28,R_brbpFQbNddmpmCZ,5b05e0d131cebe000177c38e,4.383,102.331,157.767,13,Hard work and technology advancements. Also having natural resources and knowing how to trade helped etc. Democratic elections to pick the best leadership to guide the countries.,6.155,8.934,75.911,2,More organized governments and leaders. Alot less corruption from within. Democratic elections.,102.148,191.188,192.122,5,I don't really know. I assume they found a consistent source from somewhere but I am not very knowledgeable on this topic.,4.638,8.116,74.132,2,Natural global warming I would say mostly. The Earth has always warmed and cooled over time. Humans might be adding to it somewhat.,3.564,3.564,53.29,1,The ice caps melting along with more natural disasters. Wildlife being affected.,5,6,6,2,2,2,4,2,4,6,,2,,3,1,4,,2,,2,,,1,,2,,5b05e0d131cebe000177c38e
10/7/2023 16:17,10/7/2023 16:29,0,100,692,1,10/7/2023 16:29,R_1MWAjjU1IxCWmiU,56a38b45dbe850000cfd50c3,4.929,257.545,260.633,9,Western nations were able to focus on and utilize technological innovations to grow and prosper.,2.873,130.033,135.692,11,"Countries can be wealthier due to natural resources in their land, technological strength, and/or winning wars.",7.235,7.235,33.28,1,They used slaves or bought raw materials from other nations.,0.801,2.233,79.136,2,"A combination of slow, natural changes of the earth and human caused changes due to the release of greenhouse gases.",0.654,1.902,65.137,2,"Increased severe weather, changes in the sea level, extinction of multiple species",6,6,7,4,4,6,5,5,3,2,,2,,7,2,2,,1,,,2,,1,,2,,56a38b45dbe850000cfd50c3
10/7/2023 16:17,10/7/2023 16:29,0,100,682,1,10/7/2023 16:29,R_1eFd8cG6DKBmZdy,5bbc451170f8df0001c0cc62,28.116,179.548,193.311,9,"I'm not much of an historian, but I'd guess the advertised pursuit of the American dream, which was probably driven by war and need for power and stability.",7.418,28.587,35.45,3,"War, Politics, and Capitalism",16.661,87.574,134.049,3,I think western nations obtained resources from nations which guarantied cheaper production costs when possible,6.261,20.282,22.202,2,C02 in the atmosphere ,1.841,78.292,81.748,8,"shirking ice caps, rising sea levels, global temperature changes which will have impacts on food production  ",6,7,6,6,5,5,6,5,3,6,,2,,5,2,3,,3,,,,3,1,,2,Thanks of the survey!,5bbc451170f8df0001c0cc62
10/7/2023 16:18,10/7/2023 16:29,0,100,668,1,10/7/2023 16:29,R_2B8TJujKRizbqEd,642c9e92b3a29facaa9f48a0,5.914,37.748,40.841,4,Not sure,10.342,81.715,82.577,2,Because of capitalism.   Competition is what drives a good economy. ,25.175,75.923,79.995,2,Import them and from farmers ,10.697,72.935,117.344,3,It is the cycle of the earth.  I am not so arrogant to believe that I have any control over the earth ,4.459,83.612,84.589,4,It will get hotter and what is meant to happen will happen.   No amount of money or arrogance will stop it.  ,4,5,3,2,2,2,2,2,5,8,Human,2,,5,4,5,,5,Conservative Libratarian ,,,3,1,,2,,642c9e92b3a29facaa9f48a0
10/7/2023 16:20,10/7/2023 16:29,0,100,521,1,10/7/2023 16:29,R_111078scV0O3IYH,62d43cee3d60ac98c1dcacc8,1.206,3.51,44.051,7,The ending of World War 2 which lead the U.S to become one of the world's leading superpowers in terms of military power which made them one of the richest countries in the world,1.127,124.199,129.714,10,The factors that explain why some countries such as the United States and Britain are much wealthier than other countries is because of the inflation rate of their currencies (the dollar and the pound) in relation to the inflation rate of other places in the world such as Venezuela and Zimbabwe,0.626,42.314,72.513,13,Western nations sourced raw materials during the industrial revolution such as rubber and cotton through the slave trade (enslaved African Americans by white cotton field owners),1.914,47.091,57.767,6,Climate change and shifting weather patterns are the results of the rising temperatures on earth,0.842,53.994,61.837,5,The consequences of rising temperatures on earth are the melting of the polar ice caps and how this would make animals in that region go extinct,5,8,7,5,8,5,8,8,2,6,,2,,3,2,3,,3,,,,3,1,,2,I did not experience any technical difficulties while taking this survey,62d43cee3d60ac98c1dcacc8
10/7/2023 16:23,10/7/2023 16:29,0,100,353,1,10/7/2023 16:29,R_2S9rzD3bIvmSZFL,631a86423e963504fd64b7d4,7.052,7.052,69.3,1,"I think investing in education, winning world wars to competition was wiped out, natural resources (i.e. the gold rush in the US) and having a democratic form of government",4.988,53.266,54.054,3,The gold standard was huge and made the US dollar as the standard currency. Britain used to be a global empire and gained a lot of resources that way.,7.072,35.126,35.82,3,"I think some countries grew stuff like cotton, but otherwise I'm assuming would import it",2.178,20.15,20.772,5,Increased concentrations of green houses gases in the atmosphere ,1.694,1.694,29.519,1,"More drastic weather, rising sea levels, food scarcity due to droughts",7,7,7,6,3,5,5,4,2,6,,2,,9,3,2,,3,,,,1,1,,2,,631a86423e963504fd64b7d4
