PID,cause of rising temps,Natural_K,Natural_D,Natural_C,Exploitation_K,Exploitation_D,Exploitation_C,Vague_K,Vague_D,Vague_C,ManMade_K,ManMade_D,ManMade_C,Unattributed_K,Unattributed_D,Unattributed_C,,consequences of rising temps ,Rising Sea Level_K,Rising Sea Level_D,Rising Sea Level_C,Changing Weather_K,Changing Weather_D,Changing Weather_C,Human Impact_K,Human Impact_D,Human Impact_C,Wildlife Impact_K,Wildlife Impact_D,Wildlife Impact_C,Natural Resource Impact_K,Natural Resource Impact_D,Natural Resource Impact_C,No Consequence_K,No Consequence_D,No Consequence_C,
188.00,Global warming. The burning of fossil fuels causes damage to the ozone layer which allows more heat through the atmosphere from the Sun.,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,The melting of the polar ice caps which will result in rising water levels which will have drastic effects on the environment.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
189.00,a mixture of man made issues and a natural occurrence in nature. Though some will put all the blame on man made issues while ignoring past cycles of temperature changes.,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,,changed in the weather patterns is a major change as well as some environmental changes to landscapes.,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,
190.00,climate change (1),0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,less resources such as water,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,
191.00,Carbon emissions primarily from corporations and industrial practices in all countries except some forward-thinking nations particularly the Nordic countries,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,,"ice melt, warmer oceans, weather extremes, lack of stability in weather, biome shift ",1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,
192.00,"Global warming my guess would be human uses like gases ,mining ,and other things. ",0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,,"Melting ice ,no habitat for those who live in the cold ,flooding.",1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,
193.00,"Global warming is caused by the excess of co2 emissions in the atmosphere due to industrialization. On a value scale, it a result of our society's valuing profit and immediate gratification over the environment and state of future generations, so basically short sightedness, greed,  and selfishness.",0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,,"Polar ice caps are melting, sea levels are rising, and our weather patterns are becoming increasingly unstable causing more and more damage and taking more and more lives (human, animal, and plant).",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
194.00,Fossil fuels and greenhouse gases as well as livestock overpopulation and methane pollution.,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,,"Polar ice caps melt, extreme weather, floods, and eventually planet wipes humanity from its existence.",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
195.00,"Some people say it's the greenhouse effect which is CO2 building up from pollution and causing it to heat up, etc. This is man-made. Then again, I'm pretty sure scientists have determined that the temperature of the Earth has been known to fluctuate, and getting hot isn't really that unusual. I have to admit I don't know my rear from a hole in the ground in regard to this subject. ",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,"
The icy places like the north and south poles will likely melt causing rising water levels and other catastrophes. ",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
196.00,Natural global warming I would say mostly. The Earth has always warmed and cooled over time. Humans might be adding to it somewhat.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,The ice caps melting along with more natural disasters. Wildlife being affected.,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,
197.00,"A combination of slow, natural changes of the earth and human caused changes due to the release of greenhouse gases.",1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,,"Increased severe weather, changes in the sea level, extinction of multiple species",1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,
198.00,C02 in the atmosphere ,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,"shirking ice caps, rising sea levels, global temperature changes which will have impacts on food production  ",1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,
199.00,It is the cycle of the earth.  I am not so arrogant to believe that I have any control over the earth ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,It will get hotter and what is meant to happen will happen.   No amount of money or arrogance will stop it.  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,
200.00,Climate change and shifting weather patterns are the results of the rising temperatures on earth,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,,The consequences of rising temperatures on earth are the melting of the polar ice caps and how this would make animals in that region go extinct,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,
201.00,Increased concentrations of green houses gases in the atmosphere ,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,"More drastic weather, rising sea levels, food scarcity due to droughts",1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,
202.00,Increased atmospheric CO2 and solar activity.,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,,Changes in rainfall and length of growing seasons.,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
203.00,The industrialization of many countries would definitely be a factor. The amount of fuel needed to sustain industries account for a large part of climate changing emissions. Both the production and transport of produced goods produce these emissions.,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"Mass deaths of animals and other plants that need specific temperatures  to survive, more extreme weather events occurring in parts of the world where they used to happen less regularly, and theoretically eventually having a collapse of ecosystems resulting in mass starvation and emigration.",0,t,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,
204.00,"CO2 (and methanol, other greenhouse gases) emissions producing a greenhouse effect that warms the earth by trapping the sun's energy close to the planet. I'm sure there are other contributors, but this is the one I sort of understand and hear about.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,"Sea level rise leading to uninhabitable portions of the planet currently (or previously) inhabited by humans and other life, mass extinctions due to changes in predator/prey population changes, evolution of diseases to more easily survive at human body temperature. I could go on...",1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,
205.00,The top businesses polluting the Earth. Also the economic policies of China going overboard.,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,,Less land. Higher temperatures for crops not to grow,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,
206.00,My best guess is the way that people overuse and over consume everything in life. The high demand for supplies causes more use of industrial machinery which causes more pollution and more damage to the enviornment.,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,,"Changes in infrastructures, negative impact on the growth of natural resources, and even air pollution.",0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,
207.00,human technology,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,,"uncertain, but seem to include damage to animals and plants",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,
208***,"The Earth naturally goes through periods of rising and cooling temperatures. However, this current period of warming has been increasingly sped along by humans. Carbon emissions, from factories, and fossil fuel burning engines, such as cars, contribute to the amount of CO2 in our atmosphere. In addition, methane gases from sources such as dairy farms also collect in our atmosphere. Both of those substances trap heat within the atmosphere, which contributes to rising temperatures on Earth. ",1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,"Everything on earth is accustomed to surviving at temperatures within a certain range. If the temperature increases past that point, plants that are not equipped to survive in the heat will die, which will in turn jeopardize the survival of many animals. Humans are also not equipped to survive in the heat for extended periods of time, so I imagine there will be a large increase in those that become sick or even die from heat exhaustion and dehydration. ",0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,
209.00,"Rising temperatures on Earth are due to excessive release of greenhouse gases, deforestation, industrial activity and burning of fossil fuels, intensive agriculture and gas emissions, and changing weather patterns and the loss of ice and snow at the poles and glaciers.",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"Global warming causes the melting of polar caps and glaciers, changes in climate patterns, alterations in ecosystems, water scarcity, ocean acidification, greater frequency and intensity of extreme weather events, and loss of habitats and displacement of communities. human.",1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,
210.00,I think it's either the Earth is just evolving in ways we never seen before. Or global warming.,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,,"It can cause more (worse) droughts than ever before. Making it harder to get water. It could also alter certain continents, causing floods and what not.",0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,
211.00,Many say it is is man made problem contributing to the climate change because of the many industrial companies but I am not sure this is true.  ,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,"I think it causes bad weather effects such as heat, wildfires, and wild jumps in temperatures ",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
212.00,the sun.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,"extinction of many species
rising oceans
melting icecaps
heat stroke ",1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,
214.00,Humans,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,,Food scarsity,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,
215.00,Rising CO2 levels,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,"Disruption of ecosystems, rising sea levels",1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,
216.00,Rising temperatures are the result of climate change.  The effects of burning fossil fuels and farming livestock are really harming the earth by the greenhouse gases . The emissions of carbon dioxide from factories and big corporations has also harmed the earth and contribute to rising temperatures.,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,,Much warmer temperatures and long heat waves as well as hurricanes and other natural disasters happening much more frequently.,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
217.00,"Global warming, increased greenhouse gases in our environment caused by human activities.",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"The polar ice caps are currently melting, contributing to rising sea levels. This isn't just glaciers in the water, but glaciers on land as well. All of that water has to go somewhere. Not to mention increase in ""natural disaster"" type weather phenomena e.g tornadoes, typhoons,  etc.",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
218.00,Natural changes in climate exacerbated greatly by human activity. Changes are typically normal over time but human activity has been GREATLY increasing the level at which it is rising.,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,,"Many horrific outcomes. Food shortages, disease, plague, mass migration of people, homelessness, starvation, death.",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,
219.00,The causes are pollution and fossil fuels. The byproducts enter the atmosphere and cause the temperature to go up slowly over time.,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"The consequences of rising temperatures on earth will be mass death and instability among natural habitats and earth's creatures, overheating leading to deaths of humans and animals, starvation, drought, and more severe and numerous natural disasters such as hurricanes.",0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
221.00,I think its a natural occurance ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,less ice would make for higher ocean levels ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
222.00,Global climate change. This is an agonizing wait time,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,"Rising ocean levels, increased frequency and severity of natural disaster events, people being weirdly in a bad mood because of pleasantly warm temperatures, species extinction events",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
223.00,Climate change - patterns of weather are changing over time.,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,"Higher water levels, death of crops and some animal species, loss of natural habitats",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,
224.00,Human beings and wasting materials. ,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,,"The Earth will be much hotter for people to live in and as a result, people will die. ",0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,
225.00,Carbon dioxide emissions. Too much of it causes the temperatures to be warmer.,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,There are several species that cannot survive the rising temperature. Also the melting of the polar ice which can global flooding consequences.,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,
226.00,Rising carbon levels in atmosphere.,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,Melting of glaciers/ice caps. Resulting in ocean rising and covering coastal areas.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
227.00,Climate change. Pollution ,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,,The earth can only handle so much heat ,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,
228.00,"Global warming, increase pollution from vehicles and factories as demand increases.",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,natural disasters such as wildfires and hurricanes. ,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
229.00,Natural changes. Some carbon from man. China and India.,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,,More extreme temperatures. ,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
230.00,"The accumulation of ""greenhouse gases"" in earth's atmosphere.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,erratic weather patterns and storms of increasing destructive capacity,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
231.00,Global warming with human activity on the planet.,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,,Environmental changes.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,
232.00,Normal cycles the earth goes through ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,"rising oceans from glaciers melting, coastal people being displaced, some populated areas becoming uninhabitable ",1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,
233.00,"People are the main cause behind climate change. We burn fossil fuels, which has a negative effect on the atmosphere, trapping gasses that warm up our planet.",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"Rising temperatures lead to forest fires, rising sea levels, water shortages, etc.",1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,
235.00,"Global warming, caused mostly by humans.",0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,,"Worse weather, more natural disasters.",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
236.00,People cause much of this with industrialization and use of non-renewable resources. ,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,The earth may at some point be uninhabitable. The glaciers may melt and more severe weather will hurt our planet.,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
237.00,Natural atmospheric changes enhanced by greenhouse gasses ,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,,Potential changes in weather patterns and the need for changes in HVAC demands and cycles,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
238.00,Planet Earth naturally has cycles of warm and cold. We're currently experiencing a warming cycle. There has never been a time where Earth has not experienced times of cooling and heating it's always one or the other and completely natural.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,"Failing crops, flooding, famine, loss of jobs, climate refugees, government corruption of the people using rising temperatures on earth as an excuse to punish citizens for living.",0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,
239.00,Carbon emissions caused my big manufacturers and humans destroying the trees,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,,"Hotter temps, colder winters and rising fuel costs",0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
240.00,"Too many people. The industrialization of most countries led to more pollution in the atmosphere, leading to climate change. But ultimately, there are just way too many people on the planet, and more people means climate change.",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"Weather patterns change. Hotter summers, colder winters. Increasing water levels as the ice caps melt. Floods, hurricanes, tornadoes, earthquakes. Depletion of drinkable water. ",1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,
241.00,Some believe it is because of carbon emissions.,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,"Glaciers melting, animal extinction and more tsunamis.",1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,
242.00,The majority of the causes are man-made.,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,,Melting ice and flooding.,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
243.00,"From what I understand, pollutants create a ""greenhouse"" effect when they are in the Earth's atmosphere. Long-term use of fossil fuels and other limited resources have released a significant amount of pollutants into the atmosphere, causing the heat and energy from the sun to concentrate, thus resulting in higher temperatures.",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"The consequences would be felt in every aspect of existence. Polar ice caps will thaw, causing flooding and pushing back coastlines. The climate will change everywhere, causing crops to die and therefore starting a food crisis. ",1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,
245.00,"Human waste of resources, pollution, harvesting natural materials like trees that help assist nature in recovering, air pollution from various chemicals and radioactive waste, gas emissions from vehicles, non-biodegradable products in landfills and oceans, etc.",0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,,"The earth isn't able to regulate a lot of itself to keep things at a healthy level so there has been things like increased wildfires, extinctions of animals, increased hurricane and natural catastrophic weather changes, droughts, ice caps melting, etc.",1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,
246.00,The primary cause is human emissions of carbon dioxide and other green house gasses from the production and use of fossil fuels. ,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"Changing weather patterns, rising sea levels, extinction of many animals due to the changes in their environment. ",1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,
247.00,"The biggest cause I know of is global warming, which is primarily caused by humans.",0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,,The consequences of rising temperatures are rising sea levels and less hospitable environment.,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,
248.00,From human activity such as driving cars and machinery. Our CO2 emissions. ,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"Weather catastrophes. Extreme weather. Flooding and erosion. Hurricanes, tornados, diseases melting in the permafrost. ",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
249.00,"The causes of rising temperatures are a result of burning fossil fuels, cutting down forests and farming livestock are increasingly influencing the climate and the earth's temperature. This adds enormous amounts of greenhouse gases to those naturally occurring in the atmosphere, increasing the greenhouse effect and global warming.",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"We already see effects scientists predicted, such as the loss of sea ice, melting glaciers and ice sheets, sea level rise, and more intense heat waves. Scientists predict global temperature increases from human-made greenhouse gases will continue. Severe weather damage will also increase and intensify.",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
250.00,"climate change and humans, less trees",0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,,"People and animals get sick and could die, ozone layer, polar bears would die off from not being able to hunt seals and fires",0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,
251.00,A combination of natural warming and human activities ,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,,Tropical regions will grow ,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,
252.00,One cause of rising temperatures on Earth is that we are getting closer to the sun each year. Another cause of rising temperatures on Earth is because of humans. We create a lot of air pollution with our machines and cars.,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,,A consequence of rising temperatures on Earth is that more diseases will be unleashed onto our society as glaciers melt and gross water rises. Another consequence is that severe weather events will be more likely. ,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
253.00,By the manipulation of the weather which is called global warming. ,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,"Forrest fires, draughts, that lead to shortage of food for animals which could cause them to go extinct.",0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,
254.00,Carbon/Carbon-dioxide in the atmosphere.,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,"Changes in climate patterns, decrease in glaciation, increase in plant life are some.",1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,
255.00,Tons of carbon build up from machines from industries that keep heat from escaping the Earth thus creating a green house,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,Doom leading human extinction and of all plant and animals life as a domino effect ,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,
256.00,Mass environmental destruction from fossil fuels and pollution,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,,"Loss of biodiversity, spreading desertification, political and civil unrest from the famine and mass exodus from desertified lands, rising sea level which will eventually sink cities.",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,
257.00,"Industrialized nations, especially those with limited environmental protection agency control are pumping out CO2 into the environment. The CO2 rips small holes in the atmosphere and also creates a blanket around the Earth.",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"More algae, which will result in massive fish die-off among other events.",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,
258.00,"Increased pollution, chemicals in the atmosphere making holes in the ozone layer, the greenhouse effect.  Basically, humans.",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"Melting snow and glaciers causing rising sea levels, displacing people and animals.  Cooking the ocean making it harder or even impossible for sea life to live.  Worse storm and weather. Additionally, such high heat is life threatening to land life as well, humans and animals. ",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
259.00,A natural cycle and human activities,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,,"Longer droughts, certain areas possibly becoming too hot to live near",0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
260.00,"Humans irresponsibly, causing global warming",0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,,The consequences are everyone and everything dieing out slowly as the Temps rise,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,
261.00,"During the day, the sun gets higher in the sky and heats the area. On a global scale, gasses that absorb long wavelength light have been increasing since the start of the industrial revolution. These gases trap heat that would otherwise be lost to space. These molecules are also released by mammals, including cattle that are now in much higher abundance than before",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"Melting of polar ice that raises the sea levels. that in turn leads to coastal erosion and flooding. The added heat also drives more extreme weather events, makes life difficult for ocean coral,  and those in already warm area.  the warmer temperature now seen in more extreme latitudes can change the lives of both animals and humans. Some people in these now warmer areas like the reduction in ice and longer growing seasons",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,
262.00,I know that it is related to getting energy or electricity through fossil fuels. I don't know lots of details about this.,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,,There are more natural disasters and I think summer weather is more severe. ,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
263.00,Many factors. Some of it is natural/seasonality and other part is increases Co2 due to human activity. ,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,,"Sea level  rising, extreme weather and more storms to name a few. Many cities are not built up to handle this and will need to have better infrastructure inplace. ",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
264.00,A combination of natural processes and the activity and actions of organisms on the planet.,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,,"It depends on what scale and scope you are asking this question, but in the long run (assuming that is the implicit timeframe here) I would image that rising temperatures would change the balance of the gases, liquids, and solids of the various ecological compounds we find on Earth - for instance, rising temperatures near the poles could melt ice on land which would raise water levels in the bodies of water surrounding these land masses of ice.  Otherwise, in general, we don't know the consequences, but we should assume the worst and consider this beyond our own selves and life times.",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
265.00,green house gases,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,melting glaciers sea levels rising,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
266.00,"Burning fossil fuels, cutting down forests and farming livestock are increasingly influencing the climate and the earth's temperature.",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"Extreme temp's, flooding rains, more storms.",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
267.00,Greenhouse gasses created by human activity are trapping heat and raising global temperatures. ,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"Carbon sinks like permafrost will thaw and cause a runaway greenhouse effect, glacial ice melting, rising sea levels, drought, extinction",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,
268.00,"CO2 released in the atmosphere breaks down the ozone layer and allows more heat into our atmosphere from the sun, raising the temperature of the earth",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,"glaciers melt, water levels rise, temperatures may get too hot to be suitable for living",1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,
270.00,"Human activities such as transport and production (of both goods and electricity) which requires mass use of fossil fuels and other carbon-based fuel sources, as well as some activities producing other greenhouse gases and ozone-damaging chemicals.",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"More severe weather patterns, more intense natural disasters, rising sea levels, harsher summers, colder winters, and the mass reduction/extinction of wild plant and animal life.",1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,
273.00,The burning of fossil fuels.,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"Species going extinct, losing glacier and ice cap mass.",1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,
274.00,"Fossil fuels Co2 trapping more heat in the atmosphere, destruction of the ozone layer / greenhouse effect",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"Mass extinctions of groups of animals who need the cold to survive, leading the food chain out of wack. Human disasters like starvation since a lot of food can't grow in the heat and fires destroy the land. The intense heat exacerbates health problems in people as well. More fires, rising sea levels",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,
275.00,Capitalism and the exploitation of resources including people and natural resources for profit and gain.,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,,Increase temperatures and adverse climate events that kill and displace many people.,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
276.00,Humans being wasteful or not using clean energy such as using gas powered cars. Natural causes of the earth's climate always changing over the hundreds and thousands of years is also contributing.,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,,We may start losing certain species on the earth which would cause catastrophic effects on the food chain. People could also lose housing due to water levels increasing on cities closer to the water.,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,
277.00,the hole in the ozone and polution that is common today,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,more bad weather plants are unable to grow and heat waves,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,
278.00,"carbon emissions, pollution",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"floods, loss of life, killing animals ",0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,
279.00,"Conglomerate corporations, greed, capitalism, white supremacy",0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,,"climate disaster, poverty, mass loss of life, untenable living conditions on earth",0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,
280.00,"Climate change, caused by pollution.",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"Drought, famine. Melting of ice caps.",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,
281.00,human CO2 emissions,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"rising sea levels, deaths of coral reefs, mass exinctions, increased natural disasters",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,
282.00,Rising temperature on earth is causing mostly by the depletion of the ozone layer,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,"Disease, heat leading to death ",0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
283.00,"Fossil fuels, pollution, etc., is a big cause of rising temperatures on earth. Generally, industrialization.",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"Animal biomes are damaged. Ice caps are melting, harming ecosystems across the world. Harm to animal ecosystems means harm to the animal life cycle.",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,
284.00,Human carbon emission,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,"Consequences include changing weather patterns including worse hurricanes and other storms, droughts which lead to famine, heatwaves causing death, etc.",0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,
